Time (s),FP1_Filtered,FP2_Filtered
15.8,8021.505586679644,-8691.189752362876
15.8,8018.206382213684,-8691.626789059845
15.8,8015.413452924562,-8691.822662387292
15.8,8011.875384976486,-8692.521533076115
15.8,8006.680471734297,-8694.233307929424
15.8,8000.2934330762,-8696.80191414297
15.8,7993.63665228338,-8699.819782921733
15.8,7986.905802963652,-8703.102296135054
15.8,7980.047518650586,-8706.480100054232
15.8,7973.660147011937,-8709.545572795801
15.8,7968.395182649604,-8712.06207819266
15.8,7963.91409735759,-8714.35493628779
15.8,7959.429976592772,-8716.824167588127
15.8,7954.965382605113,-8719.226686313548
15.8,7951.106408424511,-8720.863566806383
15.8,7947.784115461552,-8721.351450999491
15.8,7944.369803819002,-8720.826427050848
15.8,7940.879413012264,-8719.5863848035
15.8,7937.997713543482,-8718.070667212442
15.8,7935.841637721621,-8717.106877875856
15.8,7933.756861344808,-8717.52843526871
15.8,7931.529415527437,-8719.334228622385
15.9,7929.742512004384,-8721.614859542213
15.9,7928.575531162506,-8723.438002506562
15.9,7927.239382423014,-8724.464611181444
15.9,7925.102916674333,-8724.697495698114
15.9,7922.5190048671175,-8724.20461548772
15.9,7920.024084226864,-8723.341624578392
15.9,7917.619422451046,-8722.737033902027
15.9,7915.5382122857445,-8722.641147064454
15.9,7914.889284370394,-8722.583590712307
15.9,7916.607638023134,-8721.990164240591
15.9,7920.282514687932,-8720.828571220933
15.9,7924.832670933441,-8719.324940676308
15.9,7929.814674870034,-8717.409268401621
15.9,7935.1759018990815,-8714.922977545486
15.9,7940.212170100507,-8712.157617721577
15.9,7943.875335803854,-8709.711396285646
15.9,7945.930985874004,-8707.9471846157
15.9,7946.828683239912,-8707.03046415987
15.9,7946.572406661583,-8707.344493448356
15.9,7944.765091262012,-8709.297107415276
15.9,7941.76794843779,-8712.664107678513
15.9,7938.738775777248,-8716.564830641415
15.9,7936.307476240351,-8720.151683828773
15.9,7934.136074854879,-8722.968247422143
15.9,7931.97997188409,-8724.706394164257
16.0,7930.176617411679,-8725.215797774072
16.0,7928.7317961413455,-8724.943087726451
16.0,7926.948796585283,-8724.838331039253
16.0,7924.583430625641,-8725.472534353928
16.0,7922.566115265493,-8726.525509584837
16.0,7921.932301254286,-8727.334075462002
16.0,7922.707018393301,-8727.578966058643
16.0,7924.414926123606,-8727.214557189667
16.0,7926.87880106433,-8726.19148432797
16.0,7929.674514511446,-8724.695586972872
16.0,7931.482246988813,-8723.371249466576
16.0,7931.064445918899,-8722.845005299436
16.0,7928.633803518116,-8723.170153909246
16.0,7925.449526150119,-8724.071346163491
16.0,7922.419682690975,-8725.488775725762
16.0,7919.961354109945,-8727.436779756457
16.0,7918.761845048843,-8729.539677122382
16.0,7919.348802663031,-8731.300303273481
16.0,7920.796240812801,-8732.860620530477
16.0,7920.9399600766565,-8735.053602552736
16.0,7918.248964706367,-8738.635989736196
16.0,7912.975552744203,-8743.740570653816
16.0,7906.789679360961,-8749.87595834631
16.0,7902.483512985757,-8755.876638218959
16.0,7903.90734827002,-8759.96562318318
16.1,7914.068888775173,-8760.906104986334
16.1,7931.424212286961,-8759.933558169356
16.1,7948.1698938119525,-8761.420675566214
16.1,7953.457843266223,-8770.97606419147
16.1,7939.598295803908,-8792.185119459424
16.1,7906.678379472927,-8824.372721190917
16.1,7862.5983625972385,-8862.811324689588
16.1,7818.571994710004,-8901.174595651015
16.1,7782.971723346066,-8934.641899613818
16.1,7757.891868523876,-8961.506957314616
16.1,7740.583459604246,-8982.432089437683
16.1,7727.192736702845,-8998.75379431092
16.1,7714.836023973027,-9011.691097445844
16.1,7701.597355657482,-9022.468612601924
16.1,7686.645694258527,-9032.211156789428
16.1,7670.752383670867,-9041.509684966264
16.1,7655.582133642712,-9050.4769139467
16.1,7642.078649608984,-9059.193002772261
16.1,7630.176155667028,-9067.636777569252
16.1,7619.951538188257,-9075.226769779732
16.1,7611.881087388088,-9081.055778610502
16.1,7605.66333174518,-9084.82424690251
16.1,7599.896559371945,-9087.17130991155
16.1,7593.533555317979,-9088.956911051939
16.1,7586.910744416259,-9090.623080559733
16.2,7580.90226146812,-9092.37363855346
16.2,7575.893246029288,-9094.448982465059
16.2,7572.101634244887,-9096.894597361248
16.2,7569.950090131305,-9099.448551160935
16.2,7569.218336103711,-9102.004693246394
16.2,7568.474232907405,-9104.862076694415
16.2,7566.301257338556,-9108.160111716867
16.2,7562.7468128556575,-9111.366284275824
16.2,7558.871078894732,-9113.734311552973
16.2,7555.410058402086,-9115.063834575192
16.2,7552.741171725462,-9115.656787253018
16.2,7551.56620602189,-9115.81355444453
16.2,7552.318155296695,-9115.887705601866
16.2,7553.92055821258,-9116.660554401913
16.2,7554.219300623051,-9119.024263756659
16.2,7551.841333110122,-9123.149348969564
16.2,7546.951238602553,-9128.283297863523
16.2,7540.406388337168,-9133.330832704884
16.2,7533.297084144302,-9137.27615054688
16.2,7527.343621404533,-9139.22818787227
16.2,7524.328190916333,-9138.800894427846
16.2,7524.349292360801,-9136.742901532452
16.2,7525.348302935796,-9134.733941046048
16.2,7524.892437058917,-9134.216445612092
16.2,7521.874200516775,-9135.596000919786
16.3,7516.342817265802,-9138.555449802781
16.3,7508.870810845053,-9142.585082700207
16.3,7500.888269279075,-9146.934668973696
16.3,7494.672448605178,-9150.599637821459
16.3,7491.76181591777,-9152.938225416152
16.3,7491.5787242822,-9154.164402966082
16.3,7492.283971228593,-9154.920804025336
16.3,7492.552339870567,-9155.595295667317
16.3,7491.8592716882295,-9156.361132727763
16.3,7489.790455439176,-9157.542381830952
16.3,7486.368717740356,-9159.38529028849
16.3,7482.881940489335,-9161.560424548665
16.3,7481.174985521852,-9163.346083570088
16.3,7481.922869589718,-9164.259793805644
16.3,7484.366757558294,-9164.136816781256
16.3,7487.630485799269,-9162.750226885617
16.3,7491.262521303398,-9159.950751567467
16.3,7494.464683481415,-9156.271977522156
16.3,7496.037601972933,-9152.907578421848
16.3,7495.59519890421,-9150.899204337029
16.3,7493.962032026101,-9150.611806907762
16.3,7491.945723089526,-9151.91362309395
16.3,7489.5675429502135,-9154.268900359459
16.3,7486.940895694803,-9156.49448469576
16.3,7484.936378060413,-9157.097859578256
16.4,7484.222421892897,-9155.44947157016
16.4,7484.370856861728,-9152.482469708995
16.4,7484.6835277867885,-9149.969395589793
16.4,7485.281688398511,-9149.28339236962
16.4,7486.573622201838,-9150.919058435904
16.4,7488.222532164362,-9154.604856250025
16.4,7489.573788671423,-9159.277963761882
16.4,7490.687454471817,-9163.218867220628
16.4,7491.988510675526,-9164.909191233437
16.4,7493.214954721428,-9163.931682612607
16.4,7493.762954689992,-9160.830618619026
16.4,7493.9557348104,-9156.273308660178
16.4,7494.953943473658,-9150.708395599278
16.4,7497.388562679106,-9144.588442788254
16.4,7501.010929676536,-9138.26499643753
16.4,7505.69737056221,-9131.564307350132
16.4,7511.743555011319,-9123.93655671581
16.4,7518.973054120213,-9115.130057810924
16.4,7526.633205486402,-9105.317107144228
16.4,7534.623673650019,-9094.517837269139
16.4,7543.930179972282,-9082.439660356764
16.4,7555.3278431638055,-9069.120973708577
16.4,7568.422449145977,-9055.311844511994
16.4,7582.409193903451,-9041.957163975505
16.4,7596.8481683484315,-9029.646601200388
16.5,7611.001231914445,-9018.75477829991
16.5,7623.304615621166,-9009.606953549748
16.5,7632.568221979083,-9002.035832416012
16.5,7639.313527673039,-8995.062996105438
16.5,7645.147093792337,-8987.491159999447
16.5,7651.256046886659,-8978.713907511727
16.5,7658.276597211643,-8968.713033689282
16.5,7666.992588532142,-8957.626451497961
16.5,7677.886179351533,-8945.838590160098
16.5,7690.080836100682,-8934.295375020629
16.5,7701.787579178885,-8924.108991534195
16.5,7711.875804530066,-8915.75461677039
16.5,7720.219189056911,-8908.981145152224
16.5,7726.716438256867,-8903.398065345273
16.5,7731.190224616313,-8898.660937443537
16.5,7734.442100770676,-8894.11959502085
16.5,7738.225333848425,-8888.895751957125
16.5,7743.608545672131,-8882.546292261895
16.5,7750.114675160681,-8875.2902498411
16.5,7756.7949160307535,-8867.48074031378
16.5,7763.247840354274,-8859.306108047078
16.5,7769.164687080246,-8851.17719664821
16.5,7773.9446816808695,-8843.881930720767
16.5,7777.624724895806,-8837.956247484559
16.5,7781.46364660045,-8833.196332850866
16.6,7786.692309984011,-8829.098531231639
16.6,7793.132399735585,-8825.47567400885
16.6,7799.765073056687,-8822.317639145916
16.6,7806.103535157466,-8819.376996250761
16.6,7812.162561235946,-8816.336197114075
16.6,7817.635389195361,-8813.169580846868
16.6,7822.221115656666,-8809.904166199543
16.6,7826.537821996956,-8806.19672060678
16.6,7831.638943146927,-8801.623796441014
16.6,7837.63284586932,-8796.326135051415
16.6,7843.646350347961,-8790.967648537502
16.6,7849.028300346487,-8786.155894864096
16.6,7853.570796152822,-8782.332439541195
16.6,7856.571505247867,-8780.085112683582
16.6,7856.924170236074,-8779.889268680621
16.6,7854.6089404881,-8781.326916318007
16.6,7851.238238612804,-8783.002904245208
16.6,7848.72322178077,-8783.455050513458
16.6,7848.126346916274,-8781.889158809083
16.6,7849.985841163115,-8778.083610630052
16.6,7854.547186785215,-8772.230952485881
16.6,7860.854931882992,-8765.228214966615
16.6,7866.46426467038,-8758.660049469892
16.6,7869.084607144882,-8753.979402066352
16.6,7868.263538496619,-8751.772214527928
16.7,7865.035365476765,-8751.915044263636
16.7,7860.666199031565,-8754.00318502871
16.7,7856.498104786818,-8757.251383462284
16.7,7854.190719898192,-8760.382433368715
16.7,7854.74708932343,-8762.253367333818
16.7,7857.35480430223,-8762.603736078643
16.7,7860.110362508783,-8761.898302715843
16.7,7861.8274780774145,-8760.635070250908
16.7,7862.428412182405,-8759.200669267997
16.7,7861.97656665032,-8758.135984718741
16.7,7860.551167788614,-8757.857124120435
16.7,7859.078037788492,-8758.025876494394
16.7,7859.016296394645,-8757.722956994052
16.7,7860.770634367866,-8756.438444270978
16.7,7863.2516874312005,-8754.574184625108
16.7,7865.30075655474,-8752.944055545422
16.7,7866.706566524172,-8752.204717200932
16.7,7867.595118265766,-8752.797551487656
16.7,7867.934681293675,-8754.809497677934
16.7,7868.272508904521,-8757.528089103193
16.7,7870.003019093799,-8759.57502576235
16.7,7874.005220405117,-8759.943084415816
16.7,7879.556286984114,-8758.745860483403
16.7,7885.266875888806,-8756.756243467647
16.7,7890.471156513376,-8754.558893471803
16.8,7894.963040905776,-8752.444868151462
16.8,7898.0861806333005,-8750.706698458303
16.8,7899.213003219937,-8749.485271070138
16.8,7898.827196938489,-8748.504922594377
16.8,7898.119484874151,-8747.45170143712
16.8,7897.661225206404,-8746.51821743592
16.8,7897.359603427413,-8746.139253688792
16.8,7897.47362428719,-8746.27782711184
16.8,7898.551563238446,-8746.422803244968
16.8,7900.3319279382795,-8746.245659260949
16.8,7901.780532960394,-8745.820765866574
16.8,7902.422301606823,-8745.259535095744
16.8,7902.688544572231,-8744.671484988452
16.8,7902.750647843605,-8744.549842209371
16.8,7902.068611484087,-8745.61027957314
16.8,7900.540143611156,-8747.945476803117
16.8,7899.1651796457545,-8750.668510030911
16.8,7899.008953019466,-8752.573578527737
16.8,7900.293624609393,-8752.821321920595
16.8,7903.043813969193,-8750.904341325475
16.8,7907.726387619767,-8746.556999170174
16.8,7914.405162441301,-8740.18756466079
16.8,7921.900860958985,-8733.088027058195
16.8,7928.674344395816,-8726.745260948179
16.8,7934.134309770464,-8722.03664875025
16.9,7938.394923097861,-8719.265748901387
16.9,7941.395788930115,-8718.543685988981
16.9,7943.3197615371655,-8719.612534299657
16.9,7945.502557501736,-8721.529862745394
16.9,7949.740579083121,-8723.12902370502
16.9,7956.648803277278,-8723.835900971528
16.9,7965.526052576833,-8723.711301380848
16.9,7975.693234434891,-8722.8450957257
16.9,7986.9700422249925,-8721.18699069904
16.9,7998.888779265898,-8718.885114584235
16.9,8010.628852414103,-8716.206558088023
16.9,8022.075103047754,-8713.016543462125
16.9,8034.0107433754965,-8708.834849816074
16.9,8046.904175462668,-8703.592061337604
16.9,8060.360738019704,-8697.936258009013
16.9,8074.106610385244,-8692.641123873593
16.9,8088.513823389784,-8688.10470791246
16.9,8103.520086066686,-8684.556998135098
16.9,8117.843399761666,-8682.237604446524
16.9,8129.973186130019,-8681.038194343344
16.9,8139.25729069274,-8680.402606451464
16.9,8145.322939186451,-8680.031720195364
16.9,8147.189781463882,-8680.446038333936
16.9,8143.9542214732855,-8682.487104631406
16.9,8135.914478734885,-8686.483928680727
17.0,8124.103208670449,-8692.210113325078
17.0,8109.083230726263,-8699.295275896577
17.0,8091.154877190739,-8707.141246597188
17.0,8071.430573859447,-8714.637626609736
17.0,8051.601812440225,-8720.594229110293
17.0,8032.684390618353,-8724.56014766075
17.0,8014.936158175873,-8726.901925348651
17.0,7998.90559801006,-8728.18815992301
17.0,7985.40455080637,-8728.94706953772
17.0,7974.238028999353,-8729.919384100865
17.0,7964.023501785867,-8731.875142054683
17.0,7953.683746708936,-8734.918163777771
17.0,7943.319303090087,-8738.358445197606
17.0,7933.372849362047,-8741.45060206932
17.0,7923.984820945544,-8743.911833402894
17.0,7915.732745730443,-8745.62190747377
17.0,7910.041327352519,-8746.332519080725
17.0,7907.989759132271,-8745.999939718598
17.0,7909.223421281377,-8745.033531486128
17.0,7912.607728542064,-8743.864585070743
17.0,7917.25711312019,-8742.554678135983
17.0,7922.210765235488,-8741.149784979403
17.0,7925.881299694182,-8740.10800327573
17.0,7926.9901933349975,-8739.955840388675
17.0,7925.823144812251,-8740.72592837517
17.1,7923.696668596473,-8742.12572874357
17.1,7921.4369697154225,-8744.05423438708
17.1,7919.195944587901,-8746.505933851186
17.1,7917.357097910609,-8749.133265181861
17.1,7916.429662708176,-8751.432954330267
17.1,7916.049407187191,-8753.336416801205
17.1,7915.19638254725,-8755.130878284948
17.1,7913.641648262442,-8756.772017863665
17.1,7912.286699546213,-8757.746551641974
17.1,7911.86934205544,-8757.705773330907
17.1,7912.227600747967,-8756.821282393908
17.1,7913.050787873852,-8755.448962279364
17.1,7914.311445280652,-8753.916072355778
17.1,7915.474531014942,-8752.777736982905
17.1,7915.252057905513,-8752.75428739423
17.1,7912.871277431457,-8754.065286476602
17.1,7908.928455603527,-8756.135417815147
17.1,7904.410045715603,-8758.20919915562
17.1,7899.611546030001,-8759.944051283579
17.1,7894.708346056635,-8761.199513233258
17.1,7890.597837325841,-8761.706193472242
17.1,7888.1567571684145,-8761.380229899563
17.1,7887.101557838463,-8760.666878894379
17.1,7886.506870336488,-8760.108870506869
17.1,7886.089699546103,-8759.745284701152
17.2,7886.061932067993,-8759.32847998877
17.2,7886.0756812794125,-8758.932936938818
17.2,7885.435129713678,-8758.875091549111
17.2,7884.271654556431,-8759.146426034957
17.2,7883.456145714109,-8759.41513169419
17.2,7883.302208030806,-8759.53885109417
17.2,7883.363297790213,-8759.573886351254
17.2,7883.624527580216,-8759.265332936708
17.2,7884.835437424884,-8758.063906595753
17.2,7887.362551026544,-8755.800071756074
17.2,7890.703003891091,-8752.918605908593
17.2,7894.543857966376,-8749.925026930154
17.2,7899.328524549883,-8747.05803499116
17.2,7905.167106430602,-8744.68463998158
17.2,7911.002419012237,-8743.51117596284
17.2,7915.528478226014,-8744.030416068848
17.2,7918.2450432289215,-8746.058857969898
17.2,7918.98758990222,-8749.08233728698
17.2,7917.283234018747,-8752.692420218387
17.2,7913.215564293083,-8756.352982424207
17.2,7908.4435822211535,-8759.144926240804
17.2,7905.314243259192,-8760.307183179542
17.2,7905.109475043201,-8759.932946962363
17.2,7907.823272661381,-8758.767699989648
17.2,7913.123437236815,-8757.480648766055
17.3,7920.410957879388,-8756.486987112816
17.3,7928.158869891547,-8756.201989283378
17.3,7934.452922844611,-8756.830907960486
17.3,7938.457166802973,-8757.885041207312
17.3,7940.552658632286,-8758.428882975546
17.3,7941.01965447654,-8757.933038391178
17.3,7939.56032586762,-8756.54221516631
17.3,7936.248967582307,-8754.558531412586
17.3,7931.859692404895,-8752.212438256936
17.3,7926.8378303883,-8750.057890067666
17.3,7920.901157585802,-8749.0122712328
17.3,7914.197619985325,-8749.63995658225
17.3,7908.016603051477,-8751.685469039674
17.3,7903.7169351492785,-8754.500204660882
17.3,7901.6189532469625,-8757.555851776462
17.3,7901.483288162219,-8760.328549630703
17.3,7903.249631132242,-8762.160803658993
17.3,7906.495315931512,-8762.701414394325
17.3,7909.864647368801,-8762.240802501246
17.3,7912.062207696644,-8761.234082053212
17.3,7913.08018935103,-8759.709901014301
17.3,7913.612496464116,-8757.508428193383
17.3,7913.631472052584,-8754.858137744086
17.3,7912.460358540805,-8752.26659412379
17.3,7909.946037455856,-8749.994617645047
17.4,7906.543959611243,-8748.090044869437
17.4,7902.421276442638,-8746.818618176309
17.4,7897.58589358586,-8746.546587232511
17.4,7892.938553449546,-8747.195371726224
17.4,7890.077261568412,-8748.277466707998
17.4,7889.739695767643,-8749.509514335889
17.4,7891.275289676573,-8750.94423460085
17.4,7893.822137511291,-8752.46207597747
17.4,7897.007423156217,-8753.669043317748
17.4,7900.17825925968,-8754.48953233823
17.4,7902.085722155721,-8755.3917778876
17.4,7902.105910214046,-8756.76394165653
17.4,7901.055039828254,-8758.453779074525
17.4,7900.132960437688,-8760.173607195227
17.4,7899.719598176077,-8761.942341011743
17.4,7899.832427408968,-8763.775325676608
17.4,7900.9609186236075,-8765.288267748016
17.4,7903.46204811789,-8766.025988511714
17.4,7906.599012142633,-8765.951421875125
17.4,7909.129079751399,-8765.255744698836
17.4,7910.5550859416035,-8763.966279147528
17.4,7910.998199798221,-8762.199524651294
17.4,7910.279017190092,-8760.593978565063
17.4,7908.224196045471,-8759.960136888683
17.4,7905.711510745149,-8760.541901277022
17.5,7904.25112424708,-8762.040794458238
17.5,7904.347290693647,-8764.27624266838
17.5,7905.114360641636,-8767.31689315107
17.5,7905.5459286970745,-8770.953547220894
17.5,7905.219639828817,-8774.558060290232
17.5,7903.6978965172275,-8777.588438973822
17.5,7900.4577310023205,-8779.816690053289
17.5,7895.96663907384,-8780.983274939199
17.5,7891.90948029616,-8780.752627897884
17.5,7889.684635748182,-8779.26648274507
17.5,7889.268522087989,-8777.325894792766
17.5,7889.9317012797355,-8775.725798222897
17.5,7891.192729841095,-8774.705954572188
17.5,7892.445699828631,-8774.233657403382
17.5,7892.567838758933,-8774.352577955206
17.5,7890.944211430739,-8774.857002230434
17.5,7888.447754242024,-8775.005211819453
17.5,7886.538221484526,-8774.102444985438
17.5,7885.743557858315,-8772.257425529564
17.5,7885.784429997945,-8770.205125449613
17.5,7886.672781259797,-8768.551237226337
17.5,7888.592807910566,-8767.538643417332
17.5,7890.914351308009,-8767.294164590667
17.5,7892.437678695009,-8767.75081000627
17.5,7892.668781748934,-8768.402585001211
17.6,7891.957416073263,-8768.688197095413
17.6,7890.437317842338,-8768.68546686509
17.6,7887.934902668294,-8768.97812988402
17.6,7885.118195598984,-8769.764272853965
17.6,7883.627348713588,-8770.53153448274
17.6,7884.542556940367,-8770.712299695453
17.6,7887.446969490149,-8770.23173146795
17.6,7891.281196942752,-8769.293733684857
17.6,7895.202353880209,-8768.101738791878
17.6,7898.194387378555,-8767.00603322366
17.6,7898.94708222449,-8766.45269629782
17.6,7897.09098344713,-8766.41541102615
17.6,7893.98593868779,-8766.182214962884
17.6,7891.492392743221,-8765.039648026535
17.6,7890.390148937687,-8762.940306900957
17.6,7890.561073027274,-8760.283039226511
17.6,7891.935320669519,-8757.449211804545
17.6,7894.2088566219345,-8754.986335871243
17.6,7896.112867560167,-8753.900327237834
17.6,7896.180797801731,-8755.118381288206
17.6,7894.240883398201,-8758.638325495313
17.6,7891.345367376943,-8763.563128285432
17.6,7888.4374788234,-8768.865330785347
17.6,7886.02419326961,-8773.738705285243
17.6,7884.9244725542185,-8777.422431458375
17.7,7886.028100641764,-8779.372045621929
17.7,7888.989142575119,-8779.76474673264
17.7,7892.155270985267,-8779.357153730854
17.7,7894.208649067362,-8778.646934792434
17.7,7895.132321230084,-8777.507220930685
17.7,7895.367910254014,-8775.714238813971
17.7,7895.047235428167,-8773.386164797641
17.7,7894.527135161836,-8770.751534738627
17.7,7894.654731611379,-8767.965570293598
17.7,7895.685697980976,-8765.424660769804
17.7,7896.62649111613,-8763.814456074944
17.7,7896.426201549861,-8763.434461038585
17.7,7895.277234106547,-8763.729555225671
17.7,7894.0543898410615,-8763.81519666538
17.7,7893.090132708131,-8763.237077237216
17.7,7892.327972978537,-8761.9785682318
17.7,7892.0873810417215,-8760.13530013008
17.7,7892.602297444993,-8758.081199283484
17.7,7893.107186715847,-8756.694441708305
17.7,7892.452827688723,-8756.807810418919
17.7,7890.565517734753,-8758.406789448014
17.7,7888.416937780829,-8760.73018226205
17.7,7886.701094245504,-8763.060586246533
17.7,7885.540255358744,-8765.010907781278
17.7,7885.396869254114,-8766.203903936797
17.8,7887.016641550645,-8766.314414068878
17.8,7890.10711585815,-8765.550753735719
17.8,7893.06972004187,-8764.583150881124
17.8,7894.505867640375,-8763.80245678994
17.8,7894.235877538534,-8763.04358063005
17.8,7892.5807244621055,-8762.173438883487
17.8,7889.682530117438,-8761.48722361986
17.8,7886.132385274071,-8761.278646114177
17.8,7883.315850134996,-8761.42531617332
17.8,7882.228952861526,-8761.686570023292
17.8,7882.484935614132,-8762.046764430384
17.8,7883.171559139543,-8762.457804883394
17.8,7884.059215408724,-8762.6251512626
17.8,7885.175247109655,-8762.479255768229
17.8,7885.834039831807,-8762.585673448351
17.8,7885.158412774142,-8763.61115366341
17.8,7883.245332631714,-8765.502640101202
17.8,7880.83559274403,-8767.553315742403
17.8,7878.070594164423,-8769.10779331331
17.8,7874.584782734356,-8769.818933734889
17.8,7870.679790237355,-8769.448080611039
17.8,7867.311772955675,-8768.019280038365
17.8,7864.839759557674,-8766.18664558422
17.8,7862.790861094287,-8764.911987751493
17.8,7861.011604879389,-8764.614368483326
17.9,7860.034902778754,-8764.967159435177
17.9,7860.018213747536,-8765.545655391892
17.9,7860.300089209703,-8766.23496824018
17.9,7860.432512755798,-8766.952463854284
17.9,7860.734178478112,-8767.538326557193
17.9,7861.289874044143,-8768.205382830083
17.9,7861.281861531666,-8769.653196412059
17.9,7860.02619854951,-8772.35491853944
17.9,7857.988572001298,-8775.973679238761
17.9,7856.0696924578215,-8779.717928648257
17.9,7854.5069938628185,-8782.960789192992
17.9,7853.203800743654,-8785.27787459201
17.9,7852.477536572255,-8786.332981710593
17.9,7852.522962072636,-8786.243692755961
17.9,7852.596240341341,-8785.830522849834
17.9,7851.79207302816,-8785.97207276744
17.9,7850.455515944761,-8786.733338931872
17.9,7849.918915872487,-8787.445164252957
17.9,7850.996639792026,-8787.481257177678
17.9,7853.602023505774,-8786.573657168825
17.9,7857.582596002536,-8784.591427957197
17.9,7862.750278122626,-8781.633994188065
17.9,7868.010286879932,-8778.383211931154
17.9,7871.650135346182,-8775.808656363239
17.9,7872.95562621513,-8774.32439843111
18.0,7872.768180906821,-8773.572467301752
18.0,7872.197704358018,-8773.093956913699
18.0,7871.6672050826655,-8772.798276180683
18.0,7871.492543439781,-8772.708620216355
18.0,7872.266155973411,-8772.7903737595
18.0,7873.916546553694,-8773.296239567142
18.0,7875.209447158384,-8774.801775711036
18.0,7875.031171492427,-8777.477442185465
18.0,7873.648365146495,-8780.592735973985
18.0,7872.05882602559,-8783.08406174458
18.0,7870.752965696556,-8784.396517094994
18.0,7869.901050164502,-8784.525993801619
18.0,7870.078219412463,-8783.61476157888
18.0,7871.6752477378195,-8781.961571783886
18.0,7873.883491377057,-8780.164051545364
18.0,7875.311728254709,-8778.694993822615
18.0,7875.522083491207,-8777.387586770092
18.0,7875.119027339562,-8775.754527723926
18.0,7874.566963371155,-8773.739122284565
18.0,7873.980693265131,-8771.730430703275
18.0,7873.987602409358,-8769.92030727221
18.0,7875.537959587592,-8768.149513324146
18.0,7878.503141413341,-8766.416112684896
18.0,7881.413895549378,-8765.052884203391
18.0,7882.951068732103,-8764.330395507513
18.1,7882.866684127125,-8764.37970001382
18.1,7881.214572735287,-8765.619914562878
18.1,7877.824171724041,-8768.664610555808
18.1,7873.214573401191,-8773.418120308592
18.1,7869.101230362191,-8778.620285745805
18.1,7867.08594092932,-8782.647536607914
18.1,7867.3267676519745,-8784.573189039695
18.1,7869.078252780768,-8784.323680534904
18.1,7871.832813259126,-8782.287116799349
18.1,7875.150160598566,-8779.189656630342
18.1,7878.081736119427,-8775.98590547143
18.1,7879.9101066192525,-8773.283096982197
18.1,7881.196339515163,-8770.93186106777
18.1,7883.125510457376,-8768.546385255895
18.1,7885.966626631834,-8766.294463285401
18.1,7889.004719768211,-8764.811829941718
18.1,7891.722462683641,-8764.501915543971
18.1,7894.039423467204,-8765.336092448822
18.1,7895.5426610598315,-8767.179783900494
18.1,7895.67132231767,-8769.788362630266
18.1,7894.857199114261,-8772.533044285972
18.1,7894.449277412687,-8774.706029848474
18.1,7895.184278703301,-8776.22216856152
18.1,7896.598628814393,-8777.564559493243
18.1,7898.192871870592,-8778.909345339725
18.2,7900.148981164396,-8779.747636808195
18.2,7902.41011244503,-8779.540084903983
18.2,7904.03162870977,-8778.318853617053
18.2,7904.197060131707,-8776.451917455246
18.2,7903.1972237037135,-8774.284340632517
18.2,7901.73689149807,-8772.335412688833
18.2,7899.952148058681,-8771.426700586959
18.2,7897.854143421612,-8772.14040563485
18.2,7896.059007988124,-8774.339602741762
18.2,7895.098184341056,-8777.544571180499
18.2,7894.42421592145,-8781.521254694724
18.2,7893.057433848944,-8786.124938661165
18.2,7890.944159905848,-8790.843499700488
18.2,7888.7944825011655,-8795.012406388112
18.2,7886.8870790452565,-8798.367674372097
18.2,7885.063830902573,-8800.922820909376
18.2,7883.726331361583,-8802.394081010008
18.2,7883.668137741279,-8802.263285339686
18.2,7884.781601841252,-8800.446284420315
18.2,7885.94161098915,-8797.483355383447
18.2,7886.382360412409,-8794.076047869503
18.2,7886.249602106867,-8790.90361512749
18.2,7885.58003243317,-8788.902110517893
18.2,7883.811454030791,-8789.083254207364
18.2,7880.807727081167,-8791.714492358646
18.3,7877.448000392121,-8795.976104649382
18.3,7874.578838473687,-8800.61155361175
18.3,7872.1505670688375,-8804.585977498034
18.3,7869.998806982189,-8807.025215519054
18.3,7868.663713887896,-8807.155435994431
18.3,7868.607769170356,-8804.878785089983
18.3,7869.26342739006,-8801.189370217297
18.3,7869.763993033726,-8797.585049269097
18.3,7870.156922232868,-8795.147244758606
18.3,7871.014470731263,-8794.343005523155
18.3,7872.260233096686,-8795.257184612483
18.3,7873.343299767119,-8797.429368476707
18.3,7874.266311736843,-8799.649607871941
18.3,7875.397369129835,-8800.572295186454
18.3,7876.410972443816,-8799.704696621624
18.3,7876.503288457877,-8797.548974524723
18.3,7875.719656542868,-8794.91788956868
18.3,7875.0550617971,-8792.541663906086
18.3,7875.057314886857,-8791.182377175737
18.3,7875.265482113308,-8791.408526508823
18.3,7875.235893547471,-8792.985025315033
18.3,7875.1184878730755,-8794.913674960691
18.3,7874.8428746889795,-8796.325304356778
18.3,7873.7409125280465,-8797.064307751114
18.3,7871.597822726832,-8797.364001315249
18.4,7869.274546527219,-8797.461769760284
18.4,7867.624717100894,-8797.766094892238
18.4,7866.473726461097,-8798.881685535414
18.4,7865.3082036652495,-8800.986269241224
18.4,7864.2593036975995,-8803.404155400538
18.4,7863.609542631521,-8805.144282861143
18.4,7862.962439971075,-8805.680767876771
18.4,7861.862020040859,-8804.991200951763
18.4,7860.816927570985,-8803.224790517595
18.4,7860.745385977341,-8800.812827218018
18.4,7861.674703090512,-8798.64627997708
18.4,7862.896905332607,-8797.53364948779
18.4,7864.138149242833,-8797.449199888615
18.4,7865.54416473384,-8797.699225716064
18.4,7866.647376474789,-8797.78765167813
