Time (s),FP1_Filtered,FP2_Filtered
7.06,8400.87912816499,-8389.452321570054
7.06,8401.891449942974,-8388.35318036123
7.06,8403.41248404787,-8388.015313668298
7.07,8405.306506752297,-8388.342282471507
7.07,8406.750602496411,-8389.205557397354
7.08,8406.278285085418,-8390.522884965538
7.08,8403.309893678936,-8391.944125366375
7.08,8398.859611598735,-8392.895232905943
7.09,8394.334114165442,-8393.122082129821
7.09,8390.44389529971,-8392.902294526833
7.1,8387.656710388848,-8392.616142726058
7.1,8386.645211136403,-8392.461921943104
7.1,8387.436234742587,-8392.740032856542
7.11,8388.838016063908,-8393.979757734463
7.11,8389.595600077226,-8396.40280911173
7.12,8389.65102318551,-8399.45132758593
7.12,8389.583187958442,-8402.113333173591
7.12,8389.45118209035,-8403.544077141949
7.13,8389.123062035816,-8403.212073870816
7.13,8389.216158309906,-8400.847593295945
7.14,8390.545966055466,-8396.773840463704
7.14,8392.789491924093,-8392.188151692519
7.14,8394.685925296704,-8388.633189851664
7.15,8395.465767858292,-8387.059165624103
7.15,8395.130271886663,-8387.53973724581
7.16,8393.45491802132,-8389.68627575941
7.16,8389.924220783896,-8392.901563603094
7.16,8384.91047485472,-8396.306723648764
7.17,8379.894384572508,-8398.982933335481
7.17,8376.123114464755,-8400.522091882805
7.18,8373.848869344705,-8401.080728009165
7.18,8373.11354798664,-8400.837483769908
7.18,8374.222378817816,-8399.757372877895
7.19,8376.879652659405,-8397.992909550034
7.19,8379.79503949897,-8396.105156296508
7.2,8381.927603034701,-8394.642830249382
7.2,8383.473282446976,-8393.79272580732
7.2,8384.952912831983,-8393.645878934638
7.21,8386.013459591617,-8394.469075007091
7.21,8385.937402594966,-8396.392769571627
7.22,8384.76071986196,-8399.044350202354
7.22,8383.030027848587,-8401.754781393935
7.22,8380.978627297096,-8403.905065550596
7.23,8378.9311463223,-8404.818896135874
7.23,8378.126860104068,-8403.662308661891
7.24,8379.976307944993,-8400.002008730531
7.24,8384.487957713556,-8394.46943662848
7.24,8390.268639903228,-8388.529911670255
7.25,8395.933838799148,-8383.593615311733
7.25,8400.572076640796,-8380.552456810306
7.26,8403.009841192008,-8379.909881973801
7.26,8401.997191975419,-8381.739640159547
7.26,8397.623388079086,-8385.368486683648
7.27,8391.682167684454,-8389.515741754636
7.27,8386.235513671696,-8392.978100988908
7.28,8382.522590812125,-8395.028753556453
7.28,8381.365119700413,-8395.253575747458
7.28,8383.353063866389,-8393.538160705937
7.29,8387.806656784092,-8390.466994802347
7.29,8392.4123114444,-8387.34005558086
7.3,8394.859835794445,-8385.399579172907
7.3,8394.503658820857,-8385.111737272257
7.3,8391.973688808199,-8386.2545719162
7.31,8387.972595403724,-8388.32333596094
7.31,8383.301912821313,-8390.585850288833
7.32,8379.316032436778,-8392.14348777036
7.32,8377.064867336569,-8392.4923171201
7.32,8376.114278278477,-8392.014534553658
7.33,8375.13763378729,-8391.626335233617
7.33,8373.527681435948,-8392.003482201086
7.34,8371.610938749174,-8393.32964171599
7.34,8369.61655410418,-8395.496391281202
7.34,8367.612970974444,-8398.055542298707
7.35,8366.44503555253,-8400.084883804435
7.35,8367.492911724023,-8400.690164499472
7.36,8371.095203559698,-8399.855716113294
7.36,8376.049613912288,-8398.525698947316
7.36,8380.921708170423,-8397.763577041524
7.37,8384.975514665713,-8398.049852847265
7.37,8387.62831450587,-8399.278391082556
7.38,8388.192863343029,-8400.902779076423
7.38,8386.888403183733,-8401.942899029573
7.38,8385.25249195326,-8401.386269356128
7.39,8384.724747640937,-8399.03301376121
7.39,8385.335751388906,-8395.806574178148
7.4,8386.335938897946,-8393.028495182118
7.4,8387.37821069891,-8391.539172938603
7.4,8388.331466908377,-8391.539274058116
7.41,8388.682149503253,-8392.773875796198
7.41,8388.217337160739,-8394.456343613816
7.42,8387.919605238598,-8395.344459968597
7.42,8389.116606927497,-8394.498186342658
7.42,8391.85799369991,-8392.066669111939
7.43,8394.9586811451,-8389.125317162949
7.43,8397.406563904522,-8386.841261932484
7.44,8398.79328664891,-8386.003055563646
7.44,8398.59792095314,-8387.057161725603
7.44,8396.288721961942,-8390.006849135789
7.45,8392.362573656503,-8394.182490522211
7.45,8388.285857134995,-8398.521089740952
7.46,8385.083421914429,-8402.245437240434
7.46,8382.783245900991,-8405.086471064511
7.46,8381.391956969857,-8406.931017112742
7.47,8381.330711764942,-8407.706189620923
7.47,8382.426242390055,-8407.715218672254
7.48,8383.47117764902,-8407.631055638316
7.48,8383.535350776106,-8407.86797980698
7.48,8383.046798479352,-8408.211578978606
7.49,8382.964401050174,-8408.254033884694
7.49,8383.594275981244,-8407.898763442352
7.5,8384.90149951787,-8407.22589944556
7.5,8387.196969025195,-8406.203266788807
7.5,8390.503756248683,-8404.876638889042
7.51,8393.73166962786,-8403.610950873694
7.51,8395.525128952622,-8402.773556859196
7.52,8395.713949262681,-8402.312904562588
7.52,8395.089869629786,-8401.959118886136
7.52,8394.080778594873,-8401.693203439254
7.53,8392.64458048807,-8401.68578860023
7.53,8391.235574238566,-8401.913210202028
7.54,8390.674370640094,-8402.233400714993
7.54,8390.920261572815,-8402.783747912425
7.54,8390.978434970893,-8403.898941699004
7.55,8390.22983694272,-8405.617660530776
7.55,8388.938140619663,-8407.634311132215
7.56,8387.280462685467,-8409.755374778704
7.56,8384.975107098106,-8411.999922572515
7.56,8382.324783999744,-8414.170083096094
7.57,8380.611233907492,-8415.754487784687
7.57,8380.74060223781,-8416.467446365656
7.58,8382.193658736122,-8416.559004699044
7.58,8383.88723395995,-8416.3908761863
7.58,8385.303774319736,-8416.012982618427
7.59,8386.099607810478,-8415.373761333225
7.59,8385.443690811839,-8414.62988341699
7.6,8382.800846370994,-8413.955267852107
7.6,8378.945852998311,-8413.30055037895
7.6,8375.268635830202,-8412.66207938386
7.61,8372.383679970571,-8412.38092674822
7.61,8370.25493966489,-8412.824582111822
7.62,8369.266725971118,-8413.905291957386
7.62,8370.04716734645,-8415.235467027092
7.62,8372.328013327064,-8416.63208941791
7.63,8375.018166257856,-8418.126927425394
7.63,8377.454442641598,-8419.60198194668
7.64,8379.6587550729,-8420.83010756572
7.64,8381.36827015649,-8421.840826702626
7.64,8381.92470656878,-8422.815926586603
7.65,8381.40611984075,-8423.566088439646
7.65,8380.857319620256,-8423.51450600496
7.66,8380.95410426809,-8422.341937813571
7.66,8381.280630123714,-8420.346837733772
7.66,8381.342559498804,-8418.079933885183
7.67,8381.397048352954,-8415.96873915309
7.67,8381.70852684456,-8414.410809691468
7.68,8381.834370349514,-8413.793043403904
7.68,8381.391214723815,-8414.098007024339
7.68,8380.83282960534,-8414.766633304778
7.69,8380.669660359132,-8415.258728480741
7.69,8380.519866103497,-8415.55896927506
7.7,8379.81314849618,-8415.903934586582
7.7,8378.952832416473,-8416.287967919767
7.7,8378.83811115517,-8416.5762447188
7.71,8379.569683224428,-8416.877002617004
7.71,8380.55479942481,-8417.377475851523
7.72,8381.592430244335,-8417.906425801855
7.72,8382.814999050497,-8418.044760801407
7.72,8383.72278462049,-8417.632664047236
7.73,8383.436919348102,-8416.84134061461
7.73,8382.050985555034,-8415.824172999228
7.74,8380.731253124162,-8414.695264196336
7.74,8380.26327983377,-8413.8236974745
7.74,8380.414707758857,-8413.679815795747
7.75,8380.916921381486,-8414.249023326725
7.75,8382.000238420707,-8414.934724670977
7.76,8383.507315462783,-8415.153515695993
7.76,8384.475216547386,-8414.713616557347
7.76,8384.26139520548,-8413.559773727256
7.77,8383.315759294388,-8411.628484181747
7.77,8382.208134981094,-8409.241097545919
7.78,8380.661093563627,-8407.290480758402
7.78,8378.301273631925,-8406.67491676986
7.78,8375.675411010368,-8407.6906798144
7.79,8373.622688047186,-8410.135204666472
7.79,8372.15084642703,-8413.651907635855
7.8,8370.837044999509,-8417.601568785683
7.8,8369.8913714226,-8420.85142654911
7.8,8369.81295907875,-8422.210900079934
7.81,8370.288317139635,-8421.160666509511
7.81,8370.493450238368,-8418.0093162614
7.82,8370.374970591924,-8413.567585738227
7.82,8370.603664756423,-8409.032402817871
7.82,8371.266711128756,-8405.9543383197
7.83,8371.64171481109,-8405.623848117028
7.83,8371.393643063842,-8408.170053932292
7.84,8370.987529148462,-8412.446943729887
7.84,8370.684972047211,-8416.856421010452
7.84,8370.14567585567,-8420.111736384852
7.85,8369.407586495352,-8421.419988626178
7.85,8369.283401405428,-8420.581048115935
7.86,8370.209919362895,-8418.203408261252
7.86,8371.50395526865,-8415.444245027298
7.86,8372.333785902041,-8413.193544276464
7.87,8372.645217612428,-8411.651765527105
7.87,8372.471063772287,-8410.79334669754
7.88,8371.142090635225,-8410.86982462786
7.88,8368.147032766314,-8412.161238681007
7.88,8364.306472152857,-8414.486640163355
7.89,8361.221219923216,-8417.258269396763
7.89,8359.897554848623,-8419.821240596406
7.9,8360.612444434115,-8421.50528417096
7.9,8363.510238161005,-8421.68147553677
7.9,8368.165413377374,-8420.272050701085
7.91,8372.807372294672,-8418.132255360824
7.91,8375.248008391793,-8416.507487165567
7.92,8374.864488736705,-8416.053043155554
7.92,8372.983885019383,-8416.568608974067
7.92,8371.427004634881,-8417.488138777167
7.93,8371.561563886877,-8418.20765845958
7.93,8374.525630033493,-8418.063480005174
7.94,8380.77755479408,-8416.627944253625
7.94,8388.639928454651,-8414.306250735983
7.94,8394.203452032629,-8412.32250208436
7.95,8393.65479053731,-8411.862261919985
7.95,8385.88521297223,-8413.263393626394
7.96,8373.527365340882,-8415.781437773121
7.96,8363.092888112833,-8417.48447734254
7.96,8364.466206693553,-8415.233518342673
7.97,8387.768661184482,-8405.670272199208
7.97,8437.210757298728,-8387.408267283728
7.98,8506.27893794871,-8362.765256693147
7.98,8579.318079509896,-8337.18390461103
7.98,8639.160030529898,-8316.534170278508
7.99,8675.225757063603,-8304.318841038032
7.99,8686.932244863237,-8300.56497263116
8.0,8681.549780820378,-8302.635059350092
8.0,8669.168757925514,-8306.996724428
8.0,8658.062552973366,-8310.812697734491
8.01,8652.362610180666,-8312.709291962627
8.01,8652.204018298522,-8312.691693918412
8.02,8655.365368672969,-8311.557386975199
8.02,8659.16784386179,-8310.23691018309
8.02,8661.770206498764,-8309.354731189927
8.03,8662.584046704867,-8309.0974728191
8.03,8662.002058578035,-8309.316726082574
8.04,8660.833483756482,-8309.727745693022
8.04,8659.799304997587,-8310.08288364493
8.04,8659.270670823536,-8310.258663211085
8.05,8659.258731721546,-8310.255978451838
8.05,8659.557149669608,-8310.14890343489
8.06,8659.916041247252,-8310.024249217857
8.06,8660.16276923602,-8309.940577525711
8.06,8660.24151250656,-8309.915614436253
8.07,8660.188509498988,-8309.935641272086
8.07,8660.079480197617,-8309.974006256052
8.08,8659.982273595759,-8310.007397591702
8.08,8659.93212141544,-8310.024085978666
8.08,8659.930454246038,-8310.024022869895
8.09,8659.95813347813,-8310.014084115268
8.09,8659.991750631865,-8310.002404454679
8.1,8660.015021714898,-8309.994509771263
8.1,8660.022585816105,-8309.992106195856
8.1,8660.01774816306,-8309.993938807112
8.11,8660.007574014746,-8309.997519764913
8.11,8659.998438854811,-8310.000658067329
8.12,8659.993682508066,-8310.0022414508
8.12,8659.993473936289,-8310.002253821714
8.12,8659.996038582429,-8310.001333483478
8.13,8659.999185173077,-8310.000241956352
8.13,8660.00137993744,-8309.99949901312
8.14,8660.002110076275,-8309.999266745363
8.14,8660.001676852697,-8309.999429105157
8.14,8660.000736719276,-8309.999754586337
8.15,8659.999883202809,-8310.000040925217
8.15,8659.999426493487,-8310.000188747039
8.16,8659.999382347138,-8310.000201413712
8.16,8659.999590323034,-8310.00013975975
8.16,8659.999859092983,-8310.00006816567
8.17,8660.00006482033,-8310.00001906054
8.17,8660.000176277466,-8309.999986692632
8.18,8660.000221531152,-8309.999945996995
8.18,8660.000232708786,-8309.999882617056
8.18,8660.00020643549,-8309.999816468055
8.19,8660.000103411274,-8309.999803490879
8.19,8659.999888447734,-8309.999908422762
8.2,8659.999589164887,-8310.000155014908
8.2,8659.999334942457,-8310.000476241423
8.2,8659.999335990069,-8310.000698830834
8.21,8659.999782652356,-8310.000594170253
8.21,8660.000687768055,-8310.00000330406
8.22,8660.001747683384,-8309.998998407633
8.22,8660.002333116756,-8309.997992946168
8.22,8660.001704698487,-8309.997688717021
8.23,8659.999455879495,-8309.998784717673
8.23,8659.996029598837,-8310.001486788708
8.24,8659.992998475378,-8310.00502246626
8.24,8659.992749611853,-8310.007502909142
8.24,8659.997382571524,-8310.006468044205
8.25,8660.007045394495,-8310.000207176967
8.25,8660.018480681088,-8309.989470487337
8.26,8660.024941009931,-8309.978648345408
8.26,8660.018479808852,-8309.97522801084
8.26,8659.994663294463,-8309.986714984252
8.27,8659.958092473571,-8310.015411940893
8.27,8659.925444993327,-8310.053213868689
8.28,8659.922200053896,-8310.080059975357
8.28,8659.970960259127,-8310.069651491925
8.28,8660.073700583122,-8310.003474701876
8.29,8660.1961211001,-8309.889096328796
8.29,8660.26646938108,-8309.77292958096
8.3,8660.199662969437,-8309.734744361924
8.3,8659.94739273965,-8309.85512122652
8.3,8659.55724296233,-8310.159826938401
8.31,8659.205843333993,-8310.56393276501
8.31,8659.164980250744,-8310.854459699129
8.32,8659.677943372923,-8310.750291246806
8.32,8660.770286668969,-8310.050996459102
8.32,8662.08169902347,-8308.832225156404
8.33,8662.851026235143,-8307.583507927899
8.33,8662.171158953655,-8307.15229640184
8.34,8659.523143252152,-8308.398892876445
8.34,8655.41043031456,-8311.602581644795
8.34,8651.719304765007,-8315.861184076974
8.35,8651.360123017994,-8318.90038248458
8.35,8656.928119483411,-8317.71686593762
8.36,8668.604852870722,-8310.204021254249
8.36,8682.162870986645,-8297.3532525172
8.36,8688.389153804339,-8284.990593687498
8.37,8675.058240040938,-8283.692159386446
8.37,8631.485164955771,-8305.952804430102
8.38,8553.949512645242,-8361.005546719476
8.38,8449.011493976695,-8449.410739598768
8.38,8332.393703845608,-8560.49456356426
8.39,8223.78146722049,-8674.809129547366
8.39,8140.285552781583,-8771.12227909063
8.4,8091.224827539965,-8834.669476997393
8.4,8075.580087198021,-8862.428790454072
8.4,8083.150568253952,-8862.720390360839
8.41,8099.716899418628,-8849.707102450702
8.41,8113.6034868063625,-8836.400074037667
8.42,8119.260523530239,-8830.186659147934
8.42,8116.476578892306,-8832.29091537151
8.42,8108.007407793653,-8839.704493059377
8.43,8098.037738179728,-8847.693431179461
8.43,8090.7677883632605,-8852.137792989733
8.44,8088.371304984078,-8851.285763040845
8.44,8090.032923342479,-8846.121054150197
8.44,8093.355435737445,-8839.200372836296
8.45,8096.313745780187,-8833.116336901001
8.45,8097.629085578441,-8829.677482178566
8.46,8096.443484658143,-8829.636610793697
8.46,8092.96518620011,-8832.478794846164
8.46,8089.07477286421,-8836.62576333786
8.47,8087.0710963411675,-8840.436781810678
8.47,8087.674254989644,-8843.236817545776
8.48,8089.852261236188,-8845.331813071276
8.48,8092.26787662141,-8847.251327271617
8.48,8093.9836498027835,-8849.269790485094
8.49,8094.0737286103795,-8851.447183577333
8.49,8091.91067020605,-8853.624522356795
8.5,8088.19855251653,-8855.318918759784
8.5,8084.77845375012,-8856.011203134838
8.5,8082.994166508781,-8855.679364654568
8.51,8082.871194594326,-8854.831005802116
8.51,8083.951531745302,-8854.01080075555
8.52,8085.906424969464,-8853.562918528063
8.52,8087.959766872509,-8853.81624178819
8.52,8088.792527746835,-8854.982453747492
8.53,8087.839075597895,-8856.642078409965
8.53,8086.060392390993,-8857.730443463539
8.54,8084.764660887957,-8857.402418163701
8.54,8084.201614641711,-8855.780936150755
8.54,8083.87495417907,-8853.700466580922
8.55,8083.50825189188,-8851.966111812786
8.55,8082.851999997448,-8851.04860249264
8.56,8081.136524682463,-8851.147404241667
8.56,8077.804194047478,-8852.132917375517
8.56,8073.570001400529,-8853.572319790594
8.57,8069.833337751484,-8855.181594839964
8.57,8067.162105967069,-8857.179805512054
8.58,8065.144176370112,-8859.896761947188
8.58,8063.464405148108,-8863.124722723936
8.58,8062.102815936605,-8866.16407020008
8.59,8060.570175873572,-8868.395024691637
8.59,8058.122523057987,-8869.440375945522
8.6,8055.000537423465,-8868.879497096314
8.6,8052.4973207406265,-8866.33274146475
8.6,8051.457557851054,-8861.982060502767
8.61,8051.514345520938,-8856.674278376668
8.61,8052.02388775435,-8851.418833832438
8.62,8052.7160910769935,-8847.114110202972
8.62,8052.910703940128,-8844.786897935383
8.62,8051.104865209665,-8845.512621437201
8.63,8046.237451934898,-8849.63775795457
8.63,8038.850879044098,-8856.238520421024
8.64,8030.403444051245,-8863.577996080345
8.64,8022.08022639499,-8869.939522956536
8.64,8014.949444033029,-8873.97939844192
8.65,8010.474479484225,-8874.83443449211
8.65,8009.66195410829,-8872.495483954497
8.66,8011.887730987213,-8868.021949344628
8.66,8015.44816806201,-8862.994500143106
8.66,8019.100875003902,-8858.685883970482
8.67,8022.319030072263,-8855.822709763155
8.67,8024.448523661281,-8854.781309558075
8.68,8024.819322424867,-8855.485009820288
8.68,8023.75968833447,-8857.139730831186
8.68,8022.4932489943,-8858.527447402674
8.69,8021.86047377061,-8858.68490280321
8.69,8022.028261328781,-8857.063401956428
8.7,8023.568564070051,-8853.134922350866
8.7,8027.710854957065,-8846.370599116111
8.7,8035.0152708409205,-8836.809213260269
8.71,8044.609735715585,-8825.302954255578
8.71,8055.211057602067,-8812.995209260935
8.72,8066.129568614903,-8800.780346869844
8.72,8076.809443305167,-8789.312735621666
8.72,8086.307759459254,-8779.075250287655
8.73,8094.062890005573,-8770.111365781195
8.73,8100.572935326762,-8761.970959323242
8.74,8106.518718205424,-8754.243450380849
8.74,8111.729541271119,-8746.953733933506
8.74,8115.827750232887,-8740.179206027633
8.75,8119.420246006934,-8733.534987166564
8.75,8123.710686397969,-8726.408982318811
8.76,8129.200316243504,-8718.56936374843
8.76,8135.617646034647,-8710.231340757151
8.76,8142.80533824899,-8701.699270986703
8.77,8150.637518954894,-8693.315501354053
8.77,8158.2023642955255,-8685.599862674724
8.78,8164.2258660240195,-8678.921717577148
8.78,8168.548215777448,-8672.95165873474
8.78,8172.334435846344,-8666.785810936035
8.79,8176.669608565232,-8659.683759719002
8.79,8181.782131461981,-8651.4400390733
8.8,8187.720718586669,-8642.146349901821
8.8,8194.655650904806,-8632.106553149455
8.8,8202.016862187713,-8622.123720709033
8.81,8208.292604714807,-8613.41026314168
8.81,8212.380978519706,-8606.896244774754
8.82,8214.512740808583,-8602.816595731152
8.82,8215.341522333705,-8601.07282073258
8.82,8214.903212950001,-8601.619431955021
8.83,8213.157478995037,-8604.22478497307
8.83,8210.812194428125,-8608.14460450292
8.84,8208.695367021352,-8612.338741259273
8.84,8206.800990007134,-8615.802835592662
8.84,8204.859840996804,-8617.463344969025
8.85,8203.468571364669,-8616.127194302131
8.85,8203.70475524501,-8611.106630630367
8.86,8205.856280947959,-8602.93300575945
8.86,8209.418793478782,-8593.179567729225
8.86,8214.094915036065,-8583.61957927928
8.87,8219.746115160937,-8575.688137450556
8.87,8225.441427730062,-8570.333891960487
8.88,8229.7379057782,-8567.647544936735
8.88,8232.224981991963,-8566.475568473517
8.88,8233.93105028204,-8564.9070023209
8.89,8235.956522515995,-8561.515298837836
8.89,8238.549492163656,-8556.112795234203
8.9,8241.726119586552,-8549.45893556217
8.9,8245.710244071646,-8542.675664535536
8.9,8250.155137027983,-8536.952225998266
8.91,8253.805850962346,-8533.169121256742
8.91,8255.69672409475,-8531.314239101834
8.92,8256.103883645885,-8530.454283015364
8.92,8255.712549375075,-8529.583802144512
8.92,8254.523969211285,-8528.3901579229
8.93,8252.353315001514,-8527.07914278575
8.93,8249.816352349575,-8525.78518679968
8.94,8247.914695409705,-8524.436080708183
8.94,8247.02371314685,-8522.899367159538
8.94,8247.13266799949,-8520.86944042025
8.95,8248.68511655047,-8517.81332982132
8.95,8252.148839483527,-8513.49308544443
8.96,8256.900611299006,-8508.52270060238
8.96,8261.531559266617,-8504.060442370093
8.96,8265.292389385479,-8500.945454267354
8.97,8268.42188334269,-8499.361079857326
8.97,8271.144708920508,-8499.147173929176
8.98,8273.367221939236,-8499.95184617948
8.98,8275.452154725212,-8501.090056633682
8.98,8278.180321076656,-8501.80248058173
8.99,8281.52844099861,-8501.904048143027
8.99,8284.39201381888,-8501.87956521031
9.0,8286.030666561783,-8502.17647311717
9.0,8287.080146235401,-8502.651831579284
9.0,8288.746697126646,-8502.770949472162
9.01,8291.825703487239,-8501.965056533822
9.01,8297.002750631951,-8499.64958237573
9.02,8305.126172288918,-8495.375250696765
9.02,8316.174574179013,-8489.406255654729
9.02,8328.450721402683,-8482.963209061927
9.03,8339.70118528111,-8477.534178260648
9.03,8348.783643563409,-8473.985371083867
9.04,8355.665705506115,-8472.438642874475
9.04,8360.419762581547,-8472.652818283015
9.04,8363.236074707558,-8474.123176602181
9.05,8365.059945451507,-8476.037809776426
9.05,8367.054124963059,-8477.666861808342
9.06,8369.412436029534,-8478.84042965337
9.06,8371.616132632269,-8479.730638539337
9.06,8373.833940940502,-8480.209191131533
9.07,8377.08977516747,-8479.775786679093
9.07,8381.950403137771,-8478.111625134346
9.08,8388.035247366462,-8475.351899276578
9.08,8395.059830571112,-8471.816455971748
9.08,8403.400445292074,-8467.87734987985
9.09,8413.258164774645,-8464.15399080057
9.09,8424.190912584261,-8461.36828153797
9.1,8435.978129608915,-8459.726217551379
9.1,8449.068903278176,-8458.694847301993
9.1,8463.470073961378,-8457.587695265378
9.11,8477.8456806082,-8456.159054502381
9.11,8490.400652350972,-8454.534137482242
9.12,8500.100147836598,-8452.934797317848
9.12,8506.421652946825,-8451.732808577372
9.12,8508.66312299701,-8451.426373119944
9.13,8506.509724932592,-8452.145094820682
9.13,8500.909158765682,-8453.30406557586
9.14,8493.437528012239,-8454.052271477558
9.14,8485.013088587166,-8453.954370137182
9.14,8476.062709439391,-8453.011694377628
9.15,8467.642265825485,-8451.269954493982
9.15,8461.285451854468,-8448.836291509117
9.16,8457.658961087704,-8446.179331394203
9.16,8456.196847077545,-8443.950471008424
9.16,8456.031296478717,-8442.434310673902
9.17,8456.331972251968,-8441.467896383261
9.17,8455.691681845612,-8440.877728825688
9.18,8452.38792242634,-8440.626497945525
9.18,8445.854472159801,-8440.509111126255
9.18,8437.184058517189,-8440.145021635044
9.19,8427.761596861192,-8439.455251469546
9.19,8418.09480930586,-8438.82494338488
9.2,8408.29515770689,-8438.617209616685
9.2,8398.717910474685,-8438.817287480762
9.2,8389.378481823132,-8439.31861855754
9.21,8379.460884539621,-8440.220176802863
9.21,8368.258957323558,-8441.576997391687
9.22,8356.149276551134,-8443.130976060278
9.22,8343.923254168883,-8444.58649581284
9.22,8331.66690131981,-8445.946138021955
9.23,8319.119286182866,-8447.298486486807
9.23,8306.691811999004,-8448.490634354006
9.24,8295.19182673255,-8449.335544799764
9.24,8284.834080955372,-8449.957982642729
9.24,8275.519023576704,-8450.55134822304
9.25,8267.929662434333,-8450.893118226473
9.25,8263.276751302932,-8450.492983840655
9.26,8261.821018139963,-8449.208066804034
9.26,8262.48359184654,-8447.39107793149
9.26,8263.950821985738,-8445.487577430846
9.27,8265.233454879404,-8443.871393017365
9.27,8265.091807511097,-8443.048843287535
9.28,8262.17137466348,-8443.525066636601
9.28,8256.384365482678,-8445.264828291758
9.28,8249.424849097646,-8447.597571774759
9.29,8243.388078886326,-8449.804892382077
9.29,8239.48631802072,-8451.51353592979
9.3,8238.385915719673,-8452.422771238229
9.3,8240.691702635286,-8452.097682454478
9.3,8246.12248126337,-8450.383338914753
9.31,8252.807888007646,-8447.789543254321
9.31,8258.379113255896,-8445.171041448679
9.32,8261.550284803614,-8443.19229169139
9.32,8262.128585076349,-8442.285070045455
9.32,8260.168109814942,-8442.794223176608
9.33,8256.113384480295,-8444.762758798772
9.33,8251.327323250414,-8447.759265415456
9.34,8247.237865821911,-8451.337198146153
9.34,8243.87410494729,-8455.59183146634
9.34,8240.079521867947,-8460.90706114244
9.35,8235.131985901764,-8467.211965412089
9.35,8229.316210131265,-8473.823829255229
9.36,8223.034375476096,-8479.95051744462
9.36,8216.491225197235,-8484.980726748727
9.36,8210.460258065272,-8488.38103871666
9.37,8206.225054874578,-8489.86351486772
9.37,8204.175742419304,-8489.836683322786
9.38,8203.196067318095,-8489.29732464686
9.38,8201.881757961231,-8489.029696466458
9.38,8199.667580439847,-8489.113568758868
9.39,8196.42864617281,-8489.281125727966
9.39,8191.978697476556,-8489.395914734618
9.4,8186.7548316304965,-8489.410233550081
9.4,8182.265830677443,-8489.23098324168
9.4,8179.914693000176,-8488.934050955695
9.41,8179.718678805249,-8488.83593019013
9.41,8180.8394282133595,-8489.017812259026
9.42,8182.850200673598,-8488.97661406787
9.42,8185.653282286054,-8488.103152801008
9.42,8188.609868587626,-8486.43785665004
9.43,8190.786397031564,-8484.74003167549
9.43,8191.919237433311,-8483.971731877942
9.44,8192.259272982034,-8484.933579721333
9.44,8191.628059084933,-8488.083517665673
9.44,8189.609196313409,-8493.143769453365
9.45,8186.654789705784,-8498.868876034274
9.45,8183.980140814759,-8503.678352511002
9.46,8182.1700735628565,-8506.72600142463
9.46,8180.785317372244,-8508.18425200632
9.46,8179.556829829593,-8508.573384405563
9.47,8179.023221823449,-8508.218278994851
9.47,8179.612066672063,-8507.376167912653
9.48,8180.971586672203,-8506.381652857515
9.48,8182.684140470103,-8505.396296040093
9.48,8184.790965268828,-8504.32497720536
9.49,8187.004165539539,-8503.194010493258
9.49,8188.2051077750875,-8502.311569430669
9.5,8187.563279205687,-8501.811416138658
9.5,8185.655212653066,-8501.308290435434
9.5,8183.761414291744,-8500.282418932527
9.51,8182.5498383871545,-8498.594764790716
9.51,8182.167893600906,-8496.376800437103
9.52,8183.023536602212,-8493.671566628791
9.52,8185.41465628066,-8490.528672479928
9.52,8188.663941071912,-8487.244952923875
9.53,8191.669111005632,-8484.084489797531
9.53,8194.256955314875,-8480.848825995652
9.54,8197.089249678078,-8477.146534518333
9.54,8200.288335779653,-8473.112282811848
9.54,8203.11084070665,-8469.544011942657
9.55,8205.010044968452,-8467.348461416716
9.55,8205.998217153881,-8467.161708583746
9.56,8205.756239982135,-8469.404183888453
9.56,8203.43491062614,-8474.149811523863
9.56,8198.833765974501,-8480.727016558849
9.57,8193.001485258734,-8487.818098827136
9.57,8187.250349763421,-8494.223417932892
9.58,8182.365036011575,-8499.374080718357
9.58,8179.225158183164,-8503.06635755773
9.58,8179.248009041067,-8505.084626899748
9.59,8183.315683007118,-8505.309447261396
9.59,8190.751547782478,-8503.867135143493
9.6,8200.052773945974,-8500.864322074493
9.6,8210.154925758708,-8496.206649443022
9.6,8220.343027488096,-8489.990034855684
9.61,8229.598569140424,-8482.889534718972
9.61,8237.091550912019,-8475.850368896141
9.62,8243.037214166334,-8469.535018063283
9.62,8248.096899073349,-8464.346208993073
9.62,8252.06839815355,-8460.764001802867
9.63,8254.046398467177,-8459.204518544037
9.63,8253.724314046009,-8459.602913945668
9.64,8251.551390759085,-8461.56339625262
9.64,8247.620539619262,-8464.960580933213
9.64,8241.460643409175,-8470.051832124669
9.65,8233.157958080648,-8476.980269253945
9.65,8223.745012761978,-8485.515793307763
9.66,8214.161437779165,-8495.295274581847
9.66,8204.686332141117,-8505.89418882414
9.66,8195.735957554976,-8516.545638308453
9.67,8188.297514184293,-8526.200246384333
9.67,8183.004489151964,-8534.092252472288
9.68,8179.540610792313,-8539.961263035148
9.68,8177.571060818579,-8543.558200001253
9.68,8177.574122835356,-8544.31188782391
9.69,8180.057160119765,-8541.815475290068
9.69,8184.533022238769,-8536.439268681346
9.7,8189.974909723012,-8529.224258532275
9.7,8195.693512180771,-8521.408635142188
9.7,8200.933601875426,-8514.299201010093
9.71,8204.172452647625,-8509.243088294614
